Vardas         Pavarde           Galutinis (med.)
Vardas31298    Pavarde31298      8.20    
Vardas13020    Pavarde13020      8.00    
Vardas12716    Pavarde12716      8.20    
Vardas34916    Pavarde34916      8.40    
Vardas48610    Pavarde48610      8.20    
Vardas53805    Pavarde53805      7.60    
Vardas33803    Pavarde33803      7.80    
Vardas20211    Pavarde20211      8.00    
Vardas69368    Pavarde69368      7.60    
Vardas84077    Pavarde84077      8.00    
Vardas6808     Pavarde6808       8.20    
Vardas91618    Pavarde91618      8.00    
Vardas78811    Pavarde78811      8.40    
Vardas16821    Pavarde16821      8.00    
Vardas50562    Pavarde50562      8.00    
Vardas38097    Pavarde38097      8.00    
Vardas88744    Pavarde88744      7.80    
Vardas16784    Pavarde16784      7.60    
Vardas33768    Pavarde33768      8.20    
Vardas63676    Pavarde63676      8.20    
Vardas38238    Pavarde38238      8.00    
Vardas4591     Pavarde4591       8.40    
Vardas78481    Pavarde78481      7.40    
Vardas98018    Pavarde98018      8.20    
Vardas62989    Pavarde62989      8.40    
Vardas32523    Pavarde32523      8.00    
Vardas37775    Pavarde37775      8.00    
Vardas70321    Pavarde70321      7.80    
Vardas8060     Pavarde8060       8.20    
Vardas86442    Pavarde86442      8.20    
Vardas278      Pavarde278        8.40    
Vardas92539    Pavarde92539      8.20    
Vardas48715    Pavarde48715      8.00    
Vardas27544    Pavarde27544      8.00    
Vardas6921     Pavarde6921       7.80    
Vardas50075    Pavarde50075      8.20    
Vardas40117    Pavarde40117      8.00    
Vardas25417    Pavarde25417      8.00    
Vardas20532    Pavarde20532      8.40    
Vardas808      Pavarde808        8.00    
Vardas48774    Pavarde48774      8.20    
Vardas26886    Pavarde26886      8.00    
Vardas9433     Pavarde9433       8.20    
Vardas89380    Pavarde89380      7.80    
Vardas56937    Pavarde56937      7.60    
Vardas35117    Pavarde35117      7.80    
Vardas93124    Pavarde93124      8.40    
Vardas70259    Pavarde70259      7.60    
Vardas75136    Pavarde75136      7.80    
Vardas14062    Pavarde14062      7.60    
Vardas95131    Pavarde95131      8.20    
Vardas30166    Pavarde30166      8.20    
Vardas64929    Pavarde64929      8.20    
Vardas36226    Pavarde36226      7.80    
Vardas55426    Pavarde55426      8.20    
Vardas78778    Pavarde78778      8.00    
Vardas31567    Pavarde31567      8.00    
Vardas59494    Pavarde59494      8.00    
Vardas42319    Pavarde42319      8.00    
Vardas13475    Pavarde13475      8.40    
Vardas12634    Pavarde12634      7.60    
Vardas13221    Pavarde13221      8.60    
Vardas75168    Pavarde75168      8.00    
Vardas23994    Pavarde23994      8.00    
Vardas28231    Pavarde28231      8.20    
Vardas81699    Pavarde81699      8.00    
Vardas10894    Pavarde10894      8.40    
Vardas42402    Pavarde42402      8.20    
Vardas4863     Pavarde4863       7.60    
Vardas27385    Pavarde27385      8.00    
Vardas89279    Pavarde89279      7.60    
Vardas75238    Pavarde75238      8.00    
Vardas75243    Pavarde75243      8.00    
Vardas16529    Pavarde16529      8.20    
Vardas83955    Pavarde83955      7.80    
Vardas62411    Pavarde62411      7.80    
Vardas67338    Pavarde67338      7.80    
Vardas95599    Pavarde95599      8.60    
Vardas42427    Pavarde42427      8.00    
Vardas7073     Pavarde7073       7.80    
Vardas9111     Pavarde9111       8.20    
Vardas54047    Pavarde54047      8.00    
Vardas79813    Pavarde79813      8.20    
Vardas78092    Pavarde78092      8.20    
Vardas55702    Pavarde55702      8.40    
Vardas75327    Pavarde75327      7.80    
Vardas83903    Pavarde83903      8.00    
Vardas16402    Pavarde16402      8.00    
Vardas99416    Pavarde99416      8.00    
Vardas59288    Pavarde59288      8.20    
Vardas75344    Pavarde75344      8.20    
Vardas81796    Pavarde81796      8.00    
Vardas39578    Pavarde39578      8.20    
Vardas80397    Pavarde80397      7.60    
Vardas36329    Pavarde36329      8.20    
Vardas49213    Pavarde49213      8.20    
Vardas88578    Pavarde88578      7.60    
Vardas7182     Pavarde7182       8.40    
Vardas49273    Pavarde49273      7.60    
Vardas92023    Pavarde92023      8.20    
Vardas75417    Pavarde75417      8.00    
Vardas90017    Pavarde90017      8.00    
Vardas4830     Pavarde4830       8.20    
Vardas90018    Pavarde90018      7.80    
Vardas32141    Pavarde32141      8.00    
Vardas51276    Pavarde51276      8.20    
Vardas39397    Pavarde39397      8.00    
Vardas28875    Pavarde28875      8.20    
Vardas27477    Pavarde27477      8.00    
Vardas27516    Pavarde27516      8.20    
Vardas3430     Pavarde3430       8.40    
Vardas54208    Pavarde54208      8.40    
Vardas99520    Pavarde99520      8.00    
Vardas80226    Pavarde80226      8.00    
Vardas83786    Pavarde83786      8.20    
Vardas59844    Pavarde59844      8.20    
Vardas7335     Pavarde7335       7.60    
Vardas8772     Pavarde8772       7.60    
Vardas77654    Pavarde77654      8.20    
Vardas91122    Pavarde91122      7.60    
Vardas32076    Pavarde32076      8.00    
Vardas75591    Pavarde75591      8.40    
Vardas79523    Pavarde79523      7.80    
Vardas81918    Pavarde81918      8.00    
Vardas92173    Pavarde92173      8.00    
Vardas7406     Pavarde7406       8.00    
Vardas7699     Pavarde7699       8.00    
Vardas99568    Pavarde99568      8.20    
Vardas54462    Pavarde54462      7.60    
Vardas51544    Pavarde51544      8.60    
Vardas71824    Pavarde71824      8.20    
Vardas54855    Pavarde54855      8.00    
Vardas79675    Pavarde79675      8.00    
Vardas71905    Pavarde71905      8.00    
Vardas45860    Pavarde45860      8.20    
Vardas12533    Pavarde12533      8.00    
Vardas79713    Pavarde79713      7.80    
Vardas71455    Pavarde71455      8.00    
Vardas30982    Pavarde30982      8.00    
Vardas26400    Pavarde26400      8.00    
Vardas71983    Pavarde71983      8.00    
Vardas73601    Pavarde73601      7.80    
Vardas53095    Pavarde53095      8.20    
Vardas42786    Pavarde42786      8.20    
Vardas5177     Pavarde5177       8.00    
Vardas72021    Pavarde72021      8.00    
Vardas14311    Pavarde14311      8.00    
Vardas45543    Pavarde45543      8.00    
Vardas81191    Pavarde81191      7.80    
Vardas14484    Pavarde14484      8.20    
Vardas74006    Pavarde74006      7.60    
Vardas45421    Pavarde45421      8.00    
Vardas72221    Pavarde72221      7.40    
Vardas1089     Pavarde1089       7.60    
Vardas38587    Pavarde38587      8.20    
Vardas71514    Pavarde71514      8.20    
Vardas99113    Pavarde99113      7.80    
Vardas51941    Pavarde51941      8.00    
Vardas51970    Pavarde51970      8.00    
Vardas99085    Pavarde99085      8.20    
Vardas52075    Pavarde52075      7.60    
Vardas80128    Pavarde80128      8.20    
Vardas59880    Pavarde59880      8.40    
Vardas74063    Pavarde74063      8.00    
Vardas52759    Pavarde52759      8.00    
Vardas36525    Pavarde36525      7.80    
Vardas72562    Pavarde72562      7.80    
Vardas47293    Pavarde47293      8.00    
Vardas69842    Pavarde69842      7.80    
Vardas51397    Pavarde51397      8.00    
Vardas42013    Pavarde42013      8.20    
Vardas39092    Pavarde39092      7.80    
Vardas96253    Pavarde96253      8.20    
Vardas13930    Pavarde13930      8.00    
Vardas37370    Pavarde37370      7.80    
Vardas96245    Pavarde96245      8.00    
Vardas54975    Pavarde54975      8.40    
Vardas31727    Pavarde31727      8.00    
Vardas4211     Pavarde4211       8.00    
Vardas99049    Pavarde99049      7.60    
Vardas60687    Pavarde60687      8.00    
Vardas4794     Pavarde4794       7.80    
Vardas66649    Pavarde66649      7.80    
Vardas44436    Pavarde44436      8.00    
Vardas71051    Pavarde71051      8.20    
Vardas51047    Pavarde51047      8.20    
Vardas73434    Pavarde73434      7.60    
Vardas52309    Pavarde52309      7.80    
Vardas52321    Pavarde52321      7.80    
Vardas86753    Pavarde86753      7.60    
Vardas37234    Pavarde37234      8.00    
Vardas87247    Pavarde87247      7.60    
Vardas43959    Pavarde43959      8.20    
Vardas83390    Pavarde83390      8.00    
Vardas41800    Pavarde41800      7.80    
Vardas31971    Pavarde31971      8.20    
Vardas22960    Pavarde22960      8.20    
Vardas98948    Pavarde98948      8.00    
Vardas26071    Pavarde26071      7.80    
Vardas70981    Pavarde70981      7.60    
Vardas43690    Pavarde43690      7.80    
Vardas96094    Pavarde96094      8.00    
Vardas78064    Pavarde78064      7.60    
Vardas46391    Pavarde46391      7.80    
Vardas94584    Pavarde94584      8.00    
Vardas46382    Pavarde46382      7.80    
Vardas8184     Pavarde8184       8.20    
Vardas31945    Pavarde31945      8.40    
Vardas41709    Pavarde41709      8.00    
Vardas43318    Pavarde43318      8.00    
Vardas62634    Pavarde62634      8.00    
Vardas85671    Pavarde85671      8.00    
Vardas23092    Pavarde23092      8.40    
Vardas20015    Pavarde20015      7.80    
Vardas19970    Pavarde19970      8.00    
Vardas71687    Pavarde71687      8.00    
Vardas1618     Pavarde1618       8.20    
Vardas55507    Pavarde55507      8.00    
Vardas47638    Pavarde47638      8.00    
Vardas15876    Pavarde15876      7.60    
Vardas20938    Pavarde20938      8.00    
Vardas47643    Pavarde47643      7.60    
Vardas43453    Pavarde43453      7.60    
Vardas20992    Pavarde20992      7.80    
Vardas21883    Pavarde21883      7.80    
Vardas52579    Pavarde52579      7.80    
Vardas20792    Pavarde20792      7.80    
Vardas50230    Pavarde50230      7.60    
Vardas72114    Pavarde72114      8.00    
Vardas80806    Pavarde80806      8.20    
Vardas31676    Pavarde31676      8.00    
Vardas87719    Pavarde87719      7.80    
Vardas46231    Pavarde46231      8.00    
Vardas71753    Pavarde71753      8.00    
Vardas90670    Pavarde90670      8.00    
Vardas78754    Pavarde78754      7.80    
Vardas65473    Pavarde65473      8.00    
Vardas48095    Pavarde48095      8.20    
Vardas7344     Pavarde7344       8.00    
Vardas93115    Pavarde93115      8.00    
Vardas61702    Pavarde61702      8.20    
Vardas50541    Pavarde50541      8.00    
Vardas87797    Pavarde87797      7.80    
Vardas50575    Pavarde50575      8.00    
Vardas14837    Pavarde14837      8.40    
Vardas46435    Pavarde46435      8.00    
Vardas13430    Pavarde13430      8.00    
Vardas32500    Pavarde32500      7.80    
Vardas12636    Pavarde12636      8.00    
Vardas15773    Pavarde15773      7.80    
Vardas5156     Pavarde5156       8.00    
Vardas77591    Pavarde77591      8.20    
Vardas97363    Pavarde97363      8.00    
Vardas60354    Pavarde60354      8.20    
Vardas43224    Pavarde43224      8.40    
Vardas74821    Pavarde74821      8.40    
Vardas30347    Pavarde30347      8.20    
Vardas64561    Pavarde64561      8.20    
Vardas29702    Pavarde29702      8.00    
Vardas46397    Pavarde46397      8.20    
Vardas64923    Pavarde64923      7.80    
Vardas68746    Pavarde68746      8.00    
Vardas68785    Pavarde68785      7.60    
Vardas17209    Pavarde17209      7.80    
Vardas10993    Pavarde10993      7.80    
Vardas15352    Pavarde15352      7.80    
Vardas68274    Pavarde68274      7.80    
Vardas3266     Pavarde3266       8.20    
Vardas30872    Pavarde30872      8.00    
Vardas16976    Pavarde16976      7.80    
Vardas97844    Pavarde97844      7.80    
Vardas94105    Pavarde94105      7.60    
Vardas47187    Pavarde47187      7.60    
Vardas2025     Pavarde2025       8.20    
Vardas12806    Pavarde12806      8.00    
Vardas34873    Pavarde34873      8.00    
Vardas9557     Pavarde9557       8.00    
Vardas13417    Pavarde13417      8.00    
Vardas39661    Pavarde39661      8.00    
Vardas50783    Pavarde50783      8.20    
Vardas40918    Pavarde40918      8.00    
Vardas54291    Pavarde54291      8.00    
Vardas32003    Pavarde32003      8.20    
Vardas31019    Pavarde31019      8.20    
Vardas3110     Pavarde3110       8.00    
Vardas33945    Pavarde33945      8.40    
Vardas14347    Pavarde14347      8.00    
Vardas82358    Pavarde82358      8.00    
Vardas75637    Pavarde75637      7.60    
Vardas63096    Pavarde63096      8.00    
Vardas54689    Pavarde54689      7.80    
Vardas39892    Pavarde39892      8.20    
Vardas74461    Pavarde74461      8.00    
Vardas8544     Pavarde8544       8.00    
Vardas13718    Pavarde13718      8.40    
Vardas6567     Pavarde6567       8.00    
Vardas10102    Pavarde10102      8.20    
Vardas34828    Pavarde34828      8.00    
Vardas13482    Pavarde13482      8.20    
Vardas64614    Pavarde64614      8.00    
Vardas16762    Pavarde16762      8.00    
Vardas43356    Pavarde43356      8.20    
Vardas32755    Pavarde32755      8.60    
Vardas67742    Pavarde67742      7.60    
Vardas68458    Pavarde68458      7.60    
Vardas39859    Pavarde39859      8.00    
Vardas33761    Pavarde33761      8.00    
Vardas75814    Pavarde75814      8.40    
Vardas33384    Pavarde33384      8.00    
Vardas6098     Pavarde6098       8.20    
Vardas61232    Pavarde61232      7.80    
Vardas79627    Pavarde79627      8.00    
Vardas88804    Pavarde88804      8.00    
Vardas90467    Pavarde90467      8.00    
Vardas21709    Pavarde21709      8.20    
Vardas81071    Pavarde81071      8.60    
Vardas36819    Pavarde36819      8.00    
Vardas48283    Pavarde48283      7.80    
Vardas47999    Pavarde47999      8.20    
Vardas6113     Pavarde6113       7.60    
Vardas32384    Pavarde32384      8.00    
Vardas10155    Pavarde10155      7.80    
Vardas10192    Pavarde10192      8.20    
Vardas24640    Pavarde24640      8.40    
Vardas56312    Pavarde56312      8.20    
Vardas3081     Pavarde3081       8.00    
Vardas66635    Pavarde66635      7.80    
Vardas24324    Pavarde24324      7.80    
Vardas20301    Pavarde20301      8.00    
Vardas29166    Pavarde29166      7.80    
Vardas74672    Pavarde74672      8.00    
Vardas57891    Pavarde57891      8.00    
Vardas66222    Pavarde66222      8.40    
Vardas21345    Pavarde21345      8.00    
Vardas25164    Pavarde25164      7.60    
Vardas63859    Pavarde63859      8.00    
Vardas2981     Pavarde2981       7.80    
Vardas12912    Pavarde12912      7.80    
Vardas12814    Pavarde12814      8.40    
Vardas69503    Pavarde69503      8.20    
Vardas7613     Pavarde7613       7.80    
Vardas53622    Pavarde53622      8.20    
Vardas82999    Pavarde82999      8.00    
Vardas5043     Pavarde5043       7.80    
Vardas20465    Pavarde20465      8.20    
Vardas79737    Pavarde79737      8.60    
Vardas59653    Pavarde59653      8.20    
Vardas81100    Pavarde81100      8.40    
Vardas52623    Pavarde52623      7.80    
Vardas82166    Pavarde82166      8.20    
Vardas46116    Pavarde46116      8.00    
Vardas9232     Pavarde9232       8.00    
Vardas19192    Pavarde19192      7.60    
Vardas47803    Pavarde47803      8.00    
Vardas63794    Pavarde63794      8.20    
Vardas82787    Pavarde82787      8.00    
Vardas29373    Pavarde29373      8.00    
Vardas40253    Pavarde40253      8.00    
Vardas7883     Pavarde7883       7.80    
Vardas38483    Pavarde38483      8.00    
Vardas93215    Pavarde93215      8.20    
Vardas62837    Pavarde62837      8.00    
Vardas46139    Pavarde46139      8.00    
Vardas85175    Pavarde85175      8.00    
Vardas38991    Pavarde38991      7.60    
Vardas3201     Pavarde3201       8.20    
Vardas56769    Pavarde56769      8.20    
Vardas31273    Pavarde31273      8.60    
Vardas86599    Pavarde86599      8.20    
Vardas79099    Pavarde79099      7.60    
Vardas67003    Pavarde67003      8.00    
Vardas90101    Pavarde90101      8.00    
Vardas36664    Pavarde36664      8.20    
